No.,Estado,Clave.GASIR,SMN.No,GASIR.No,Nombre_estación, Longitud(Grados_decimales) , Latitud(Grados_decimales) ,Longitud ,Latitud ,Superficie(ha) ,Cultivo,Riesgo,Trigger.1,Inicio,Final,Trigger.2A,Trigger.2B,Inicio,Final,Trigger.3A,Trigger.3B,Inicio,Final,Cuota_(%)_2016,Suma_Asegurada($/ha),SumaAsegurada_TOTAL($),PrimaTotal_($),Foli,edo2,clave,cultivo,Acumulado
83,Michoacán,DBOMC,16036,41699,El Bosque,-100.4125,19.360278,-1002445,192137,784,Maíz,S-EH,47,20/05/2016,30/06/2016,130,466,01/07/2016,14/08/2016,111,588,15/08/2016,13/10/2016,16.50%,1500,1176000,194040,1,Michoacán,41699,Maíz,784
84,Michoacán,CLLCM,6003,40614,Callejones,-103.6325,18.816389,-1033757,184859,200,Sorgo,S-EH,44,20/05/2016,30/06/2016,113,933,01/07/2016,29/08/2016,38,792,30/08/2016,28/10/2016,16.50%,1500,300000,49500,1,Michoacán,40614,Sorgo,200
85,Michoacán,ABSGJ,11001,41102,Abasolo,-101.523056,20.447898,-1013123,202652,241,Sorgo,S-EH,44,20/05/2016,30/06/2016,108,604,01/07/2016,29/08/2016,33,585,30/08/2016,28/10/2016,16.50%,1500,361500,59647.5,1,Michoacán,41102,Sorgo,241
86,Michoacán,JMYJL,14075,41422,Jamay,-102.654722,20.229167,-1023917,201345,2782.02,Sorgo,S-EH,44,20/05/2016,30/06/2016,109,940,01/07/2016,29/08/2016,28,585,30/08/2016,28/10/2016,16.50%,1500,4173030,688549.95,1,Michoacán,41422,Sorgo,2782.02
87,Michoacán,POLJL,14070,41443,Polvora,-102.228561,20.490972,-1021343,202927,885,Sorgo,S-EH,45,20/05/2016,30/06/2016,109,756,01/07/2016,29/08/2016,30,585,30/08/2016,28/10/2016,16.50%,1500,1327500,219037.5,1,Michoacán,41443,Sorgo,885
88,Michoacán,TMUMC,16033,41608,Tercer Mundo,-100.289722,19.76,-1001723,194536,17,Sorgo,S-EH,45,20/05/2016,30/06/2016,109,605,01/07/2016,29/08/2016,38,585,30/08/2016,28/10/2016,16.50%,1500,25500,4207.5,1,Michoacán,41608,Sorgo,17
89,Michoacán,LDFMC,16061,41609,Laguna del Fresno,-100.406667,19.838611,-1002424,195019,101,Sorgo,S-EH,45,20/05/2016,30/06/2016,109,619,01/07/2016,29/08/2016,38,585,30/08/2016,28/10/2016,16.50%,1500,151500,24997.5,1,Michoacán,41609,Sorgo,101
90,Michoacán,CBLMC,16017,41612,Casa Blanca,-101.462494,20.323891,-1012745,201926,2059,Sorgo,S-EH,45,20/05/2016,30/06/2016,109,801,01/07/2016,29/08/2016,25,585,30/08/2016,28/10/2016,16.50%,1500,3088500,509602.5,1,Michoacán,41612,Sorgo,2059
91,Michoacán,VJIMC,16225,41617,Villa Jiménez,-101.747222,19.920278,-1014450,195513,2556,Sorgo,S-EH,57,20/05/2016,30/06/2016,109,673,01/07/2016,29/08/2016,38,585,30/08/2016,28/10/2016,16.50%,1500,3834000,632610,1,Michoacán,41617,Sorgo,2556
92,Michoacán,ZCAMC,16142,41619,Zacapu,-101.792222,19.8125,-1014732,194845,457,Sorgo,S-EH,50,20/05/2016,30/06/2016,109,696,01/07/2016,29/08/2016,38,585,30/08/2016,28/10/2016,16.50%,1500,685500,113107.5,1,Michoacán,41619,Sorgo,457
93,Michoacán,JARMC,16095,41621,Jaripo,-102.601111,19.959444,-1023604,195734,1438.33,Sorgo,S-EH,44,20/05/2016,30/06/2016,109,711,01/07/2016,29/08/2016,26,585,30/08/2016,28/10/2016,16.50%,1500,2157495,355986.68,1,Michoacán,41621,Sorgo,1438.33
94,Michoacán,SAHMC,16174,41623,Sahuayo,-102.711111,20.081667,-1024240,200454,1182.12,Sorgo,S-EH,50,20/05/2016,30/06/2016,109,604,01/07/2016,29/08/2016,38,585,30/08/2016,28/10/2016,16.50%,1500,1773180,292574.7,1,Michoacán,41623,Sorgo,1182.12
95,Michoacán,CUUMC,16030,41626,Cumuato,-102.586944,20.253611,-1023513,201513,1624.74,Sorgo,S-EH,45,20/05/2016,30/06/2016,109,686,01/07/2016,29/08/2016,30,585,30/08/2016,28/10/2016,16.50%,1500,2437110,402123.15,1,Michoacán,41626,Sorgo,1624.74
96,Michoacán,UREMC,16137,41628,Urepetiro,-102.135556,19.96,-1020808,195736,1173,Sorgo,S-EH,54,20/05/2016,30/06/2016,109,751,01/07/2016,29/08/2016,38,585,30/08/2016,28/10/2016,16.50%,1500,1759500,290317.5,1,Michoacán,41628,Sorgo,1173
97,Michoacán,CHAMC,16031,41629,Chaparaco,-102.265278,19.973611,-1021555,195825,1026.67,Sorgo,S-EH,45,20/05/2016,30/06/2016,109,607,01/07/2016,29/08/2016,38,585,30/08/2016,28/10/2016,16.50%,1500,1540005,254100.83,1,Michoacán,41629,Sorgo,1026.67
98,Michoacán,ZAMMC,16048,41630,Zamora,-102.28,19.973333,-1021648,195824,2501.12,Sorgo,S-EH,50,20/05/2016,30/06/2016,109,604,01/07/2016,29/08/2016,38,585,30/08/2016,28/10/2016,16.50%,1500,3751680,619027.2,1,Michoacán,41630,Sorgo,2501.12
99,Michoacán,ORAMC,16162,41631,Orandino,-102.327222,19.956944,-1021938,195725,2226.6,Sorgo,S-EH,54,20/05/2016,30/06/2016,109,636,01/07/2016,29/08/2016,38,585,30/08/2016,28/10/2016,16.50%,1500,3339900,551083.5,1,Michoacán,41631,Sorgo,2226.6
100,Michoacán,CORMC,16024,41636,Corrales,-101.859444,20.214167,-1015134,201251,7122.84,Sorgo,S-EH,43,20/05/2016,30/06/2016,109,730,01/07/2016,29/08/2016,38,585,30/08/2016,28/10/2016,16.50%,1500,10684260,1762902.9,1,Michoacán,41636,Sorgo,7122.84
101,Michoacán,MOCMC,16159,41637,Melchor Ocampo,-101.724325,20.127337,-1014328,200738,4344,Sorgo,S-EH,46,20/05/2016,30/06/2016,109,720,01/07/2016,29/08/2016,37,585,30/08/2016,28/10/2016,16.50%,1500,6516000,1075140,1,Michoacán,41637,Sorgo,4344
102,Michoacán,ADUMC,16229,41638,Adjuntas,-102.204444,19.912222,-1021216,195444,52.4,Sorgo,S-EH,54,20/05/2016,30/06/2016,109,659,01/07/2016,29/08/2016,38,585,30/08/2016,28/10/2016,16.50%,1500,78600,12969,1,Michoacán,41638,Sorgo,52.4
103,Michoacán,MNOMC,16114,41640,Morelia Norte,-101.182778,19.721667,-1011058,194318,425,Sorgo,S-EH,48,20/05/2016,30/06/2016,67,836,01/07/2016,29/08/2016,26,587,30/08/2016,28/10/2016,16.50%,1500,637500,105187.5,1,Michoacán,41640,Sorgo,425
104,Michoacán,MLPMC,16096,41641,Malpais,-100.8825,19.809167,-1005257,194833,500.61,Sorgo,S-EH,46,20/05/2016,30/06/2016,109,655,01/07/2016,29/08/2016,38,585,30/08/2016,28/10/2016,16.50%,1500,750915,123900.98,1,Michoacán,41641,Sorgo,500.61
105,Michoacán,MCEMC,16081,41642,Morelia Centro,-101.150556,19.694444,-1010902,194140,325,Sorgo,S-EH,54,20/05/2016,30/06/2016,109,604,01/07/2016,29/08/2016,38,585,30/08/2016,28/10/2016,16.50%,1500,487500,80437.5,1,Michoacán,41642,Sorgo,325
106,Michoacán,CMNMC,16059,41657,Caimanera,-100.865278,18.491111,-1005155,182928,1416,Sorgo,S-EH,46,20/05/2016,30/06/2016,113,748,01/07/2016,29/08/2016,38,677,30/08/2016,28/10/2016,16.50%,1500,2124000,350460,1,Michoacán,41657,Sorgo,1416
107,Michoacán,LPNMC,16074,41658,Los Panches,-102.003611,18.687222,-1020013,184114,1385.7,Sorgo,S-EH,49,20/05/2016,30/06/2016,113,604,01/07/2016,29/08/2016,38,585,30/08/2016,28/10/2016,16.50%,1500,2078550,342960.75,1,Michoacán,41658,Sorgo,1385.7
108,Michoacán,LPZMC,16075,41660,Los Pinzanes,-101.165278,18.735278,-1010955,184407,454,Sorgo,S-EH,55,20/05/2016,30/06/2016,113,604,01/07/2016,29/08/2016,38,585,30/08/2016,28/10/2016,16.50%,1500,681000,112365,1,Michoacán,41660,Sorgo,454
109,Michoacán,APAMC,16007,41672,Apatzingan,-102.371667,19.082778,-1022218,190458,229,Sorgo,S-EH,45,20/05/2016,30/06/2016,113,607,01/07/2016,29/08/2016,38,732,30/08/2016,28/10/2016,16.50%,1500,343500,56677.5,1,Michoacán,41672,Sorgo,229
110,Michoacán,DBOMC,16036,41699,El Bosque,-100.4125,19.360278,-1002445,192137,95,Sorgo,S-EH,47,20/05/2016,30/06/2016,109,604,01/07/2016,29/08/2016,38,585,30/08/2016,28/10/2016,16.50%,1500,142500,23512.5,1,Michoacán,41699,Sorgo,95
111,Oaxaca,IXTOX,20039,62014,Ixtepec,-95.084252,16.552002,163307.21,-950503.31,25,Frijol,S-EH,25,01/07/2016,31/07/2016,30,687,01/08/2016,09/09/2016,22,658,10/09/2016,09/10/2016,18.36%,1500,37500,6885,1,Oaxaca,20039,Frijol,25
112,Oaxaca,JDMOX,20043,62009,Benito Juárez (Jalapa del Marqués),-95.446559,16.441978,162631.12,-952647.61,23,Frijol,S-EH,49,01/07/2016,31/07/2016,81,687,01/08/2016,09/09/2016,53,658,10/09/2016,09/10/2016,18.36%,1500,34500,6334.2,1,Oaxaca,20043,Frijol,23
113,Oaxaca,OSTOX,20082,62017,Ostuta,-94.437946,16.496633,162947.88,-942616.61,7,Frijol,S-EH,35,01/07/2016,31/07/2016,30,687,01/08/2016,09/09/2016,22,658,10/09/2016,09/10/2016,18.36%,1500,10500,1927.8,1,Oaxaca,20082,Frijol,7
114,Oaxaca,TEQOX,20162,62024,Tequisistlán,-95.6,16.416667,162500,-953600,15,Frijol,S-EH,25,01/07/2016,31/07/2016,30,687,01/08/2016,09/09/2016,22,658,10/09/2016,09/10/2016,18.36%,1500,22500,4131,1,Oaxaca,20162,Frijol,15
115,Oaxaca,TLPGR,12091,41209,Tlapa,-98.587059,17.549136,173256.89,-983513.41,306,Maiz,S-EH,48,01/06/2016,10/07/2016,91,961,11/07/2016,10/09/2016,49,652,11/09/2016,10/11/2016,18.36%,1500,459000,84272.4,1,Oaxaca,12091,Maiz,306
116,Oaxaca,CDOOX,20014,62033,Cerro de Oro (Miguel de la Madrid),-96.264436,18.006663,180023.99,-961551.97,3206,Maiz,S-EH,48,01/06/2016,10/07/2016,220,2141,11/07/2016,10/09/2016,139,1499,11/09/2016,10/11/2016,18.36%,1500,4809000,882932.4,1,Oaxaca,20014,Maiz,3206
117,Oaxaca,CHIOX,20027,62016,Chicapa,-94.80412,16.574666,163428.8,-944814.83,3916.35,Maiz,S-EH,48,01/06/2016,10/07/2016,91,961,11/07/2016,10/09/2016,49,652,11/09/2016,10/11/2016,18.36%,1500,5874525,1078562.79,1,Oaxaca,20027,Maiz,3916.35
118,Oaxaca,IXTOX,20039,62014,Ixtepec,-95.084252,16.552002,163307.21,-950503.31,2893,Maiz,S-EH,48,01/06/2016,10/07/2016,91,961,11/07/2016,10/09/2016,49,652,11/09/2016,10/11/2016,18.36%,1500,4339500,796732.2,1,Oaxaca,20039,Maiz,2893
119,Oaxaca,JACOX,20042,62028,Jacatepec,-96.2,17.866667,175200,-961200,5370.29,Maiz,S-EH,48,01/06/2016,10/07/2016,220,2141,11/07/2016,10/09/2016,139,1499,11/09/2016,10/11/2016,18.36%,1500,8055435,1478977.87,1,Oaxaca,20042,Maiz,5370.29
120,Oaxaca,JDMOX,20043,62009,Benito Juárez (Jalapa del Marqués),-95.446559,16.441978,162631.12,-952647.61,1722,Maiz,S-EH,48,01/06/2016,10/07/2016,91,961,11/07/2016,10/09/2016,49,652,11/09/2016,10/11/2016,18.36%,1500,2583000,474238.8,1,Oaxaca,20043,Maiz,1722
121,Oaxaca,OACOX,20079,62025,Oaxaca Centro,-96.709599,17.082905,170458.46,-964234.56,14596.29,Maiz,S-EH,48,01/06/2016,10/07/2016,91,961,11/07/2016,10/09/2016,49,652,11/09/2016,10/11/2016,18.36%,1500,21894435,4019818.27,1,Oaxaca,20079,Maiz,14596.29
122,Oaxaca,OSTOX,20082,62017,Ostuta,-94.437946,16.496633,162947.88,-942616.61,3381.2,Maiz,S-EH,48,01/06/2016,10/07/2016,91,961,11/07/2016,10/09/2016,49,652,11/09/2016,10/11/2016,18.36%,1500,5071800,931182.48,1,Oaxaca,20082,Maiz,3381.2
123,Oaxaca,TEMOX,20152,62031,Temazcal (Pdte. Alemán),-96.416667,18.233333,181400,-962500,5948.05,Maiz,S-EH,48,01/06/2016,10/07/2016,220,1374,11/07/2016,10/09/2016,139,825,11/09/2016,10/11/2016,18.36%,1500,8922075,1638092.97,1,Oaxaca,20152,Maiz,5948.05
124,Oaxaca,TEQOX,20162,62024,Tequisistlán,-95.6,16.416667,162500,-953600,4999.85,Maiz,S-EH,48,01/06/2016,10/07/2016,50,961,11/07/2016,10/09/2016,23,652,11/09/2016,10/11/2016,18.36%,1500,7499775,1376958.69,1,Oaxaca,20162,Maiz,4999.85
125,Oaxaca,ZANOX,20292,62034,Zanatepec,-94.366678,16.482831,162858.19,-942200.04,1534,Maiz,S-EH,48,01/06/2016,10/07/2016,91,961,11/07/2016,10/09/2016,49,652,11/09/2016,10/11/2016,18.36%,1500,2301000,422463.6,1,Oaxaca,20292,Maiz,1534
126,Oaxaca,MAROX,20506,62038,María Lombardo,-95.435462,17.450202,172700.73,-952607.66,4624.54,Maiz,S-EH,48,01/06/2016,10/07/2016,91,1617,11/07/2016,10/09/2016,49,922,11/09/2016,10/11/2016,18.36%,1500,6936810,1273598.32,1,Oaxaca,20506,Maiz,4624.54
127,Oaxaca,VAZVC,30013,33048,Villa Azueta,-95.70333,18.072087,180419.51,-954211.99,795,Maiz,S-EH,48,01/06/2016,10/07/2016,220,1374,11/07/2016,10/09/2016,139,825,11/09/2016,10/11/2016,18.36%,1500,1192500,218943,1,Oaxaca,30013,Maiz,795
128,Oaxaca,LPEVC,30090,33065,Las Perlas,-94.916667,17.416667,172500,-945500,2039,Maiz,S-EH,48,01/06/2016,10/07/2016,91,1617,11/07/2016,10/09/2016,49,922,11/09/2016,10/11/2016,18.36%,1500,3058500,561540.6,1,Oaxaca,30090,Maiz,2039
129,Oaxaca,JCRVC,30224,33061,Jesús Carranza,-95.01914,17.429414,172545.89,-950108.9,750,Maiz,S-EH,48,01/06/2016,10/07/2016,91,1445,11/07/2016,10/09/2016,49,685,11/09/2016,10/11/2016,18.36%,1500,1125000,206550,1,Oaxaca,30224,Maiz,750
130,Oaxaca,TLPGR,12091,41209,Tlapa,-98.587059,17.549136,173256.89,-983513.41,8.4,Sorgo,S-EH,48,08/06/2016,15/07/2016,80,1179,16/07/2016,25/08/2016,78,808,26/08/2016,06/10/2016,18.36%,1500,12600,2313.36,1,Oaxaca,12091,Sorgo,8.4
131,Oaxaca,CHIOX,20027,62016,Chicapa,-94.80412,16.574666,163428.8,-944814.83,3381.67,Sorgo,S-EH,48,08/06/2016,15/07/2016,80,1179,16/07/2016,25/08/2016,78,808,26/08/2016,06/10/2016,18.36%,1500,5072505,931311.92,1,Oaxaca,20027,Sorgo,3381.67
132,Oaxaca,IXTOX,20039,62014,Ixtepec,-95.084252,16.552002,163307.21,-950503.31,1836,Sorgo,S-EH,45,08/06/2016,15/07/2016,50,1179,16/07/2016,25/08/2016,70,808,26/08/2016,06/10/2016,18.36%,1500,2754000,505634.4,1,Oaxaca,20039,Sorgo,1836
133,Oaxaca,JDMOX,20043,62009,Benito Juárez (Jalapa del Marqués),-95.446559,16.441978,162631.12,-952647.61,471,Sorgo,S-EH,48,08/06/2016,15/07/2016,62,1179,16/07/2016,25/08/2016,78,808,26/08/2016,06/10/2016,18.36%,1500,706500,129713.4,1,Oaxaca,20043,Sorgo,471
134,Oaxaca,OSTOX,20082,62017,Ostuta,-94.437946,16.496633,162947.88,-942616.61,1220,Sorgo,S-EH,48,08/06/2016,15/07/2016,80,1179,16/07/2016,25/08/2016,78,808,26/08/2016,06/10/2016,18.36%,1500,1830000,335988,1,Oaxaca,20082,Sorgo,1220
135,Puebla,LIBPB,21119,52111,Libres,-97.691111,19.457222,-974128,192726,5278,Cebada,S-EH,40,15/05/2016,24/06/2016,90,601,25/06/2016,29/08/2016,35,533,30/08/2016,14/10/2016,25.00%,1500,7917000,1979250,1,Puebla,52111,Cebada,5278
136,Puebla,CDSPB,21026,52112,Cd. Serdán,-97.441667,18.987222,-972630,185914,718,Cebada,S-EH,40,15/05/2016,24/06/2016,100,601,25/06/2016,29/08/2016,45,533,30/08/2016,14/10/2016,25.00%,1500,1077000,269250,1,Puebla,52112,Cebada,718
137,Puebla,HUAPB,21118,52114,Huauchinango,-98.050833,20.176389,-980303,201035,591,Cebada,S-EH,35,15/05/2016,24/06/2016,105,1229,25/06/2016,29/08/2016,46,974,30/08/2016,14/10/2016,25.00%,1500,886500,221625,1,Puebla,52114,Cebada,591
138,Puebla,TEZPB,21091,52116,Teziutlán,-97.360556,19.818889,-972138,194908,622,Cebada,S-EH,35,15/05/2016,24/06/2016,105,1139,25/06/2016,29/08/2016,46,974,30/08/2016,14/10/2016,25.00%,1500,933000,233250,1,Puebla,52116,Cebada,622
139,Puebla,SOLPB,21064,52119,La Soledad,-97.446528,19.960817,-972647.5,195738.94,1582,Cebada,S-EH,35,15/05/2016,24/06/2016,66,1849,25/06/2016,29/08/2016,42,1648,30/08/2016,14/10/2016,25.00%,1500,2373000,593250,1,Puebla,52119,Cebada,1582
140,Puebla,CTZPB,21032,52128,Cuetzalan,-97.526822,20.024856,-973136.56,200129.48,429,Cebada,S-EH,35,15/05/2016,24/06/2016,66,1849,25/06/2016,29/08/2016,42,1708,30/08/2016,14/10/2016,25.00%,1500,643500,160875,1,Puebla,52128,Cebada,429
141,Puebla,VENPB,21142,52130,Venustiano Carranza,-97.675833,20.510278,-974033,203037,137,Cebada,S-EH,35,15/05/2016,24/06/2016,66,945,25/06/2016,29/08/2016,42,732,30/08/2016,14/10/2016,25.00%,1500,205500,51375,1,Puebla,52130,Cebada,137
142,Puebla,ACJPB,21136,52143,Acajete,-97.951111,19.103333,-975704,190612,304,Cebada,S-EH,40,15/05/2016,24/06/2016,100,601,25/06/2016,29/08/2016,45,543,30/08/2016,14/10/2016,25.00%,1500,456000,114000,1,Puebla,52143,Cebada,304
143,Puebla,CNGPB,21140,52144,Chignahuapan,-98.050533,19.743639,-980301.92,194437.1,5256,Cebada,S-EH,35,15/05/2016,24/06/2016,66,601,25/06/2016,29/08/2016,42,533,30/08/2016,14/10/2016,25.00%,1500,7884000,1971000,1,Puebla,52144,Cebada,5256
144,Puebla,HMTTL,29011,52907,Huamantla,-97.911111,19.315833,-975440,191857,355,Cebada,S-EH,40,15/05/2016,24/06/2016,100,601,25/06/2016,29/08/2016,45,543,30/08/2016,14/10/2016,25.00%,1500,532500,133125,1,Puebla,52907,Cebada,355
145,Puebla,SJATL,29003,52910,San José Atlanga,-98.199989,19.554542,-981159.96,193316.35,248,Cebada,S-EH,35,15/05/2016,24/06/2016,105,601,25/06/2016,29/08/2016,46,543,30/08/2016,14/10/2016,25.00%,1500,372000,93000,1,Puebla,52910,Cebada,248
146,Puebla,JNCMR,17028,51723,Jonacatepec,-98.8,18.7,-984800,184200,93,Frijol,S-EH,58,15/06/2016,31/07/2016,42,641,01/08/2016,09/09/2016,40,643,10/09/2016,14/10/2016,25.00%,1500,139500,34875,1,Puebla,51723,Frijol,93
147,Puebla,ECHPB,21034,52102,Echeverría,-98.275556,18.966111,-981632,185758,1377,Frijol,S-EH,58,15/06/2016,31/07/2016,42,641,01/08/2016,09/09/2016,40,643,10/09/2016,14/10/2016,25.00%,1500,2065500,516375,1,Puebla,52102,Frijol,1377
148,Puebla,LIBPB,21119,52111,Libres,-97.691111,19.457222,-974128,192726,520,Frijol,S-EH,54,15/06/2016,31/07/2016,38,641,01/08/2016,09/09/2016,35,643,10/09/2016,14/10/2016,25.00%,1500,780000,195000,1,Puebla,52111,Frijol,520
149,Puebla,HUAPB,21118,52114,Huauchinango,-98.050833,20.176389,-980303,201035,150,Frijol,S-EH,58,15/06/2016,31/07/2016,173,855,01/08/2016,19/09/2016,73,645,20/09/2016,29/10/2016,25.00%,1500,225000,56250,1,Puebla,52114,Frijol,150
150,Puebla,XDJPB,21127,52115,Xicotepec de Juárez,-97.956944,20.277222,-975725,201638,436,Frijol,S-EH,58,15/06/2016,31/07/2016,173,1350,01/08/2016,19/09/2016,73,1225,20/09/2016,29/10/2016,25.00%,1500,654000,163500,1,Puebla,52115,Frijol,436
151,Puebla,TEZPB,21091,52116,Teziutlán,-97.360556,19.818889,-972138,194908,82,Frijol,S-EH,58,15/06/2016,31/07/2016,173,855,01/08/2016,19/09/2016,73,645,20/09/2016,29/10/2016,25.00%,1500,123000,30750,1,Puebla,52116,Frijol,82
152,Puebla,SOLPB,21064,52119,La Soledad,-97.446528,19.960817,-972647.5,195738.94,44,Frijol,S-EH,58,15/06/2016,31/07/2016,173,1350,01/08/2016,19/09/2016,73,935,20/09/2016,29/10/2016,25.00%,1500,66000,16500,1,Puebla,52119,Frijol,44
153,Puebla,CHIPB,21024,52121,Chietla,-98.579167,18.516111,-983445,183058,181,Frijol,S-EH,58,15/06/2016,31/07/2016,42,641,01/08/2016,09/09/2016,40,643,10/09/2016,14/10/2016,25.00%,1500,271500,67875,1,Puebla,52121,Frijol,181
154,Puebla,SMCPB,21148,52125,San Miguel Canoa,-98.103056,19.151944,-980611,190907,1475,Frijol,S-EH,54,15/06/2016,31/07/2016,38,997,01/08/2016,24/09/2016,25,685,25/09/2016,03/11/2016,25.00%,1500,2212500,553125,1,Puebla,52125,Frijol,1475
155,Puebla,IZMPB,21132,52126,Izucar de Matamoros,-98.466389,18.610833,-982759,183639,337,Frijol,S-EH,58,15/06/2016,31/07/2016,42,641,01/08/2016,09/09/2016,40,643,10/09/2016,14/10/2016,25.00%,1500,505500,126375,1,Puebla,52126,Frijol,337
156,Puebla,HJTPB,21046,52127,Huejotzingo,-98.406389,19.161944,-982423,190943,1552,Frijol,S-EH,58,15/06/2016,31/07/2016,80,997,01/08/2016,24/09/2016,40,685,25/09/2016,03/11/2016,25.00%,1500,2328000,582000,1,Puebla,52127,Frijol,1552
157,Puebla,CTZPB,21032,52128,Cuetzalan,-97.526822,20.024856,-973136.56,200129.48,14,Frijol,S-EH,58,15/06/2016,31/07/2016,173,1350,01/08/2016,19/09/2016,73,1225,20/09/2016,29/10/2016,25.00%,1500,21000,5250,1,Puebla,52128,Frijol,14
158,Puebla,CNGPB,21140,52144,Chignahuapan,-98.050533,19.743639,-980301.92,194437.1,230,Frijol,S-EH,58,15/06/2016,31/07/2016,80,997,01/08/2016,24/09/2016,40,685,25/09/2016,03/11/2016,25.00%,1500,345000,86250,1,Puebla,52144,Frijol,230
159,Puebla,ADOPB,21003,52152,Acatlán de Osorio,-98.055,18.277222,-980318,181638,236,Frijol,S-EH,58,15/06/2016,31/07/2016,42,641,01/08/2016,09/09/2016,40,643,10/09/2016,14/10/2016,25.00%,1500,354000,88500,1,Puebla,52152,Frijol,236
160,Puebla,OBSTL,29030,52902,Observatorio,-98.238611,19.316667,-981419,191900,49,Frijol,S-EH,58,15/06/2016,31/07/2016,80,997,01/08/2016,24/09/2016,40,685,25/09/2016,03/11/2016,25.00%,1500,73500,18375,1,Puebla,52902,Frijol,49
161,Puebla,HMTTL,29011,52907,Huamantla,-97.911111,19.315833,-975440,191857,375,Frijol,S-EH,54,15/06/2016,31/07/2016,38,997,01/08/2016,24/09/2016,25,685,25/09/2016,03/11/2016,25.00%,1500,562500,140625,1,Puebla,52907,Frijol,375
162,Puebla,CPPTL,29035,52908,Calpulalpan,-98.563889,19.586111,-983350,193510,79,Frijol,S-EH,54,15/06/2016,31/07/2016,38,997,01/08/2016,24/09/2016,25,685,25/09/2016,03/11/2016,25.00%,1500,118500,29625,1,Puebla,52908,Frijol,79
163,Puebla,SBTVC,30361,33011,Sombrerete,-97.787564,20.892497,-974715.23,205332.99,87.86,Maíz,S-EH,67,01/06/2016,31/07/2016,134,635,01/08/2016,30/09/2016,34,925,01/10/2016,15/11/2016,25.00%,1500,131790,32947.5,1,Puebla,33011,Maíz,87.86
164,Puebla,PRCVC,30132,33012,Poza Rica,-97.478333,20.540833,-972842,203227,161.15,Maíz,S-EH,67,01/06/2016,31/07/2016,134,591,01/08/2016,30/09/2016,34,925,01/10/2016,15/11/2016,25.00%,1500,241725,60431.25,1,Puebla,33012,Maíz,161.15
165,Puebla,ALTVC,30008,33021,Altotonga,-97.250897,19.766419,-971503.23,194559.11,1404.42,Maíz,S-EH,,,,194,947,15/05/2016,31/07/2016,203,1275,01/08/2016,05/10/2016,25.00%,1500,2106630,526657.5,1,Puebla,33021,Maíz,1404.42
166,Puebla,XXHGR,12199,41260,Xochihuehuetlán,-98.488333,17.903889,-982918,175414,6026,Maíz,S-EH,62,10/06/2016,25/07/2016,88,508,26/07/2016,15/09/2016,53,553,16/09/2016,31/10/2016,25.00%,1500,9039000,2259750,1,Puebla,41260,Maíz,6026
167,Puebla,JNCMR,17028,51723,Jonacatepec,-98.8,18.7,-984800,184200,2114.5,Maíz,S-EH,62,10/06/2016,25/07/2016,88,508,26/07/2016,15/09/2016,53,553,16/09/2016,31/10/2016,25.00%,1500,3171750,792937.5,1,Puebla,51723,Maíz,2114.5
168,Puebla,ECHPB,21034,52102,Echeverría,-98.275556,18.966111,-981632,185758,10678.03,Maíz,S-EH,39,15/05/2016,15/06/2016,106,599,16/06/2016,31/08/2016,74,465,01/09/2016,09/11/2016,25.00%,1500,16017045,4004261.25,1,Puebla,52102,Maíz,10678.03
169,Puebla,LIBPB,21119,52111,Libres,-97.691111,19.457222,-974128,192726,8429.59,Maíz,S-EH,,,,91,417,15/05/2016,31/07/2016,82,581,01/08/2016,05/10/2016,25.00%,1500,12644385,3161096.25,1,Puebla,52111,Maíz,8429.59
170,Puebla,CDSPB,21026,52112,Cd. Serdán,-97.441667,18.987222,-972630,185914,17496.61,Maíz,S-EH,,,,140,755,15/05/2016,31/07/2016,120,600,01/08/2016,05/10/2016,25.00%,1500,26244915,6561228.75,1,Puebla,52112,Maíz,17496.61
171,Puebla,HUAPB,21118,52114,Huauchinango,-98.050833,20.176389,-980303,201035,5643.46,Maíz,S-EH,,,,194,947,15/05/2016,31/07/2016,203,1275,01/08/2016,05/10/2016,25.00%,1500,8465190,2116297.5,1,Puebla,52114,Maíz,5643.46
172,Puebla,XDJPB,21127,52115,Xicotepec de Juárez,-97.956944,20.277222,-975725,201638,3184.99,Maíz,S-EH,88,01/06/2016,31/07/2016,257,1497,01/08/2016,30/09/2016,121,1123,01/10/2016,15/11/2016,25.00%,1500,4777485,1194371.25,1,Puebla,52115,Maíz,3184.99
173,Puebla,TEZPB,21091,52116,Teziutlán,-97.360556,19.818889,-972138,194908,2718.61,Maíz,S-EH,,,,194,947,15/05/2016,31/07/2016,203,1275,01/08/2016,05/10/2016,25.00%,1500,4077915,1019478.75,1,Puebla,52116,Maíz,2718.61
174,Puebla,SOLPB,21064,52119,La Soledad,-97.446528,19.960817,-972647.5,195738.94,3944.72,Maíz,S-EH,,,,194,1850,15/05/2016,31/07/2016,203,1655,01/08/2016,05/10/2016,25.00%,1500,5917080,1479270,1,Puebla,52119,Maíz,3944.72
175,Puebla,CHIPB,21024,52121,Chietla,-98.579167,18.516111,-983445,183058,5231.84,Maíz,S-EH,62,10/06/2016,25/07/2016,88,508,26/07/2016,15/09/2016,53,553,16/09/2016,31/10/2016,25.00%,1500,7847760,1961940,1,Puebla,52121,Maíz,5231.84
